순번_정류장ID,70-2807131,71-2807129,72-2807127,73-2806963,74-2807124,75-2806987,76-2806965,77-2806966,78-2806967,79-2806968,80-2806969,81-2806970,82-2807408,83-2806971,84-2807122,85-2807141,86-2807155,87-2804229,88-2807153,89-2804227,90-2804225,91-2804223,92-2806333,93-2804220,94-2804217,95-2804215,96-2804342,97-2803719,98-2803711,99-2806217,100-2803708,101-2806218,102-2803710,103-2803712,104-2803713,105-2804231,106-2804232,107-2806331,108-2804233,109-2804235,110-2804237,111-2804239,112-2806328,113-2804241,114-2804335,115-2804773,116-2804244,117-2806230,118-2804257,119-2804259,120-2804758,121-2804760,122-2807395,123-2804261,124-2804337,125-2807368,126-2804602,127-2803580,128-2800263,129-2800267
70-2807131,0,0.801776,1.512154,2.127654,3.101784,3.571228,4.255829,4.477869999999999,5.034721,5.280426,5.627269999999999,5.943821,6.548836,7.296978,7.885164,9.617703,9.983553,10.319975999999999,10.579011,10.937035,11.274283,11.722872,11.936059,12.870139,13.642809,14.021876,14.723735999999999,14.812997,14.568743,14.452410999999998,14.093497,14.464259,14.595138,14.789997,14.778516,15.701923,15.934848,16.294997,17.005846,16.75919,16.505101,17.027101000000002,17.492471,18.000467,18.879154,19.956914,21.14244,21.724782,22.037698000000002,22.495701,22.920554,23.229742,23.473306,23.681108,23.779384,24.149237,24.376486,24.528991,24.749989000000003,25.001085
71-2807129,,0,0.710378,1.3258780000000001,2.300009,2.7694520000000002,3.454053,3.6760940000000004,4.232945,4.478651,4.825494,5.1420449999999995,5.747061,6.495202,7.083389,8.815928,9.181778,9.518201,9.777235000000001,10.13526,10.472507,10.921097,11.134283,12.068363,12.841033,13.2201,13.92196,14.010222,13.767968,13.650635000000001,13.291722,13.662482999999998,13.793362,13.988222,13.97674,14.900147,15.133072,15.493222,16.20407,15.958414999999999,15.703326,16.226326,16.691696,17.197691,18.078378,19.154139,20.341664,20.924006,21.235922,21.692926,22.118778,22.427966,22.67253,22.880332,22.977608,23.346460999999998,23.573711,23.728215,23.948213,24.198309
72-2807127,,,0,0.6155,1.589631,2.0590740000000003,2.743675,2.965716,3.522567,3.768273,4.115116,4.431667,5.036683,5.784825,6.373011,8.10555,8.4714,8.807822999999999,9.066857,9.424882,9.762129,10.210719000000001,10.423905,11.357985000000001,12.130655,12.509722,13.211582,13.299844,13.05659,12.941257,12.582344,12.952105,13.083984,13.278844,13.266361999999999,14.189769,14.422694,14.782844,15.493692999999999,15.247036999999999,14.992948,15.515948000000002,15.982318,16.488313,17.368,18.444761,19.632286999999998,20.213628,20.525544,20.983548000000003,21.4094,21.718588,21.962152,22.169954,22.26823,22.638082999999998,22.865333,23.018836999999998,23.238836,23.488931
73-2806963,,,,0,0.974131,1.443574,2.128175,2.350217,2.9070669999999996,3.152773,3.4996160000000005,3.8161669999999996,4.421183,5.169325,5.757511,7.49005,7.8559,8.192323,8.451358,8.809382000000001,9.146628999999999,9.595219,9.808406,10.742485,11.515155,11.894222000000001,12.596082000000001,12.685344,12.442089999999999,12.326757,11.964844,12.337606,12.469484,12.664344,12.650862,13.574269000000001,13.807195000000002,14.167344,14.878193,14.633536999999999,14.377448000000001,14.901448,15.366817999999999,15.872813,16.7515,17.830261,19.016787,19.598128,19.910045,20.369048,20.7949,21.102088000000002,21.347652,21.554454,21.65173,22.022582999999997,22.248832999999998,22.401336999999998,22.623336,22.873432
74-2807124,,,,,0,0.469444,1.154045,1.3760860000000001,1.932937,2.178642,2.525486,2.842037,3.447052,4.195194,4.78338,6.5159199999999995,6.881769,7.218192,7.477227,7.8352520000000005,8.172499,8.621088,8.834275,9.768355,10.541025,10.920092,11.621952,11.711213,11.467959,11.351627,10.991713,11.362475,11.494354,11.689214,11.676732000000001,12.600139,12.833064,13.193213,13.904062,13.658406,13.403317000000001,13.925317000000001,14.391687,14.898682999999998,15.777370000000001,16.854129999999998,18.040656,18.623998,18.934914000000003,19.393918,19.819770000000002,20.127958,20.372522,20.580323999999997,20.6766,21.046453,21.273702,21.428207,21.648204999999997,21.898301
75-2806987,,,,,,0,0.684601,0.9066420000000001,1.463493,1.7091990000000001,2.0560419999999997,2.372593,2.977609,3.7257510000000003,4.313937,6.046476,6.412326,6.748749,7.007783,7.365808,7.703055,8.151645,8.364832,9.298911,10.071581,10.450648,11.152508000000001,11.241769999999999,10.997516000000001,10.883183,10.52127,10.893031,11.02391,11.21977,11.207288,12.130695,12.36362,12.72377,13.434619,13.188963000000001,12.934874,13.455874,13.921244,14.430239000000002,15.308926000000001,16.384687,17.571213,18.153554,18.46547,18.924474,19.350326000000003,19.658514,19.903078,20.10988,20.209156,20.577009,20.805259,20.957763,21.180761999999998,21.427857999999997
76-2806965,,,,,,,0,0.222041,0.778892,1.024598,1.371441,1.6879919999999997,2.2930080000000004,3.04115,3.629336,5.361875,5.727725,6.064148,6.323182,6.681207000000001,7.018453999999999,7.4670440000000005,7.68023,8.614310000000001,9.38698,9.766047,10.467907,10.557169,10.313915,10.196582000000001,9.836669,10.20743,10.340309,10.535169,10.522687,11.446094,11.679019,12.039169000000001,12.750017999999999,12.503362,12.248273,12.772273,13.237642999999998,13.744638,14.624325,15.701085999999998,16.886612,17.468953,17.781869,18.238873,18.665725,18.973913,19.218477,19.425279,19.523554999999998,19.893407999999997,20.119657999999998,20.273162,20.495161,20.744256
77-2806966,,,,,,,,0,0.556851,0.802556,1.1494,1.465951,2.070966,2.8191080000000004,3.4072949999999995,5.139834,5.505684,5.842105999999999,6.101141,6.459166000000001,6.796413,7.245003,7.458189,8.392269,9.164939,9.544006,10.245866,10.335128,10.090874000000001,9.974541,9.614628,9.985389,10.117268,10.312128,10.300646,11.224053,11.456978,11.817128,12.527975999999999,12.281321,12.027231,12.548232,13.013602,13.520597,14.400284,15.478045000000002,16.665570000000002,17.245912,17.558828,18.015832,18.441684,18.750872,18.995435999999998,19.202238,19.299514000000002,19.669367,19.897616,20.051121,20.272119,20.522215
78-2806967,,,,,,,,,0,0.245706,0.593549,0.9101,1.515116,2.263258,2.851444,4.583983,4.949833,5.286256,5.5452900000000005,5.903315,6.240562000000001,6.689152,6.902339,7.836417999999999,8.609088,8.988155,9.690014999999999,9.778277000000001,9.535022999999999,9.41869,9.058777000000001,9.430538,9.561417,9.756277,9.744795,10.668202,10.901127,11.261277,11.972126,11.72547,11.470381,11.994381,12.458751,12.965746000000001,13.845432999999998,14.923194,16.10872,16.691060999999998,17.002976999999998,17.460981,17.886833,18.196021,18.439585,18.646387,18.745663,19.115516,19.341766,19.49527,19.716269,19.966365
79-2806968,,,,,,,,,,0,0.347844,0.664395,1.26941,2.0175520000000002,2.605738,4.338277,4.704127,5.04055,5.2995849999999995,5.657609,5.994857,6.443446,6.656633,7.590713,8.363382000000001,8.74245,9.444309,9.534571000000001,9.291317,9.174985000000001,8.815071000000001,9.185833,9.317712,9.512571000000001,9.499089,10.422497,10.655422,11.015571000000001,11.72642,11.481764,11.226675,11.749675,12.214045,12.721039999999999,13.600728,14.677488,15.864014000000001,16.447356,16.758272,17.216275,17.642128,17.951316000000002,18.194879,18.403681,18.499958,18.86981,19.09806,19.251565,19.471563,19.721659
